Epoch	MAP	MRR
1	0.6107180099947848	0.6202781537859369
2	0.6070277150806571	0.6158251099609122
3	0.6068709959424565	0.6149708887363207
4	0.6071221823778536	0.615865193334329
5	0.6069014306340208	0.6143103333119435
6	0.6085362320131508	0.616282608566559
7	0.608173257503003	0.6164245333998419
8	0.6045250766943282	0.613684315227525
9	0.6087433985620977	0.6183525358476624
10	0.6125420414971788	0.6221421541635824
11	0.612988162411136	0.6219252663898395
12	0.6067938791354929	0.6148680077712158
13	0.6085956422208434	0.6173896842308008
14	0.6082167801135863	0.6163837400149799
15	0.6059866228679969	0.6127512214133254
16	0.6109853164469374	0.6190187764463125
17	0.6062376530982625	0.6146192227982349
18	0.6015545933957096	0.6107225707534347
19	0.5946510296637383	0.6025453529901601
20	0.5929895738356158	0.6011141538737761
21	0.5928952679307892	0.6007646862403577
22	0.5914108470019239	0.5988736417567209
23	0.5900500336040735	0.5976518868312621
24	0.5911064446141882	0.5996721916293447
25	0.5901334121596741	0.6000788151841162
26	0.5933464396729287	0.6032496196076439
27	0.5963725859089516	0.6061336925534452
28	0.5882200891144794	0.5973867741768973
29	0.5838762390916171	0.5927979702053773
30	0.5829828252352404	0.592112099149136
31	0.5829803756957538	0.5919014387532903
32	0.5827403208260693	0.591615659146523
33	0.581016735769151	0.5904064773817858
34	0.5783057636137345	0.5877640923319933
35	0.5796231407953092	0.5899456670444322
36	0.5823821387703565	0.5930206556132479
37	0.5819477537680703	0.5925405458738788
38	0.5816478776039967	0.5922406697098052
39	0.5814715107609632	0.5921590183935861
40	0.5814175392409421	0.5919679543136331
