Epoch	MAP	MRR
1	0.6318648062948217	0.6420857242413447
2	0.617270661735235	0.625183686912082
3	0.6434041781264002	0.6562993704969012
4	0.6516252860955449	0.6657631499249435
5	0.651617767532958	0.6668756940361878
6	0.646977416730503	0.6604570840681954
7	0.6521952249372653	0.6651776357591823
8	0.6484041179622727	0.6603489253749164
9	0.6414437763040753	0.6519783828425805
10	0.6432948696696642	0.6534487876898916
11	0.6405415997993288	0.6523952365203035
12	0.6313602804328245	0.6419793492525647
13	0.6291548041532741	0.6399755517240758
14	0.624102379863697	0.6344511398523746
15	0.6194487502554558	0.6299735889060509
16	0.6147815153413073	0.6261587937332311
17	0.6113479657609092	0.6215957915776363
18	0.6159214526418292	0.6257646108699123
19	0.6148591690178171	0.6253367579729237
20	0.6190360981846094	0.628043612765835
