Epoch	MAP	MRR
1	0.44382018485029767	0.45978360300860943
2	0.6106878341509598	0.6163473602515046
3	0.6299148956121592	0.6357062000967517
4	0.617581071729583	0.6241971294258875
5	0.5931646574842592	0.6006603666915937
6	0.624826565932804	0.6313568155186091
7	0.5527129847386509	0.5600460524843242
8	0.6213117985318456	0.6274381539813638
9	0.6200262733850244	0.6260030755038019
10	0.6281525134432868	0.6356011615270875
11	0.5824861746745131	0.5868087559445582
12	0.4879113869533308	0.49193927079968447
13	0.5765414774310923	0.584904821905548
14	0.5845955296206511	0.5903272596173831
15	0.5736551986411044	0.582660231253187
16	0.5379381488762726	0.5458765290707969
17	0.5452761907620062	0.5506868622246258
18	0.6341630934223529	0.6396681393594975
19	0.6061207676604417	0.6125390572739882
20	0.6197651779351127	0.6262497105089698
21	0.5569545883605483	0.5643401891442686
22	0.5530407428411288	0.5603448759264225
23	0.45984435552354974	0.47172967881035127
24	0.46150728340258873	0.46740094400100896
25	0.576409556163947	0.5843749773531955
26	0.5419278298290644	0.5514776421566546
27	0.6326404663747142	0.6396174735882194
28	0.6267654116822124	0.6343484399241242
29	0.603450632481253	0.6102115362917834
30	0.5889099018389429	0.5987894743092922
31	0.6309720558631234	0.6410401172565299
32	0.6194767467597896	0.6292505579361061
33	0.5933510004903767	0.6063716783421137
34	0.563497650939807	0.5688396847298732
35	0.5869333113160272	0.5986810800082403
36	0.6168302507627127	0.6251276575169095
37	0.5984999050536739	0.6065375789709773
38	0.6115915544879156	0.619120800504816
39	0.6548588724465917	0.6634050028137097
40	0.5730062927951167	0.5850402044229205
41	0.5931098218858128	0.6040986256060981
42	0.6072799653837905	0.6203899666862629
43	0.6251172835633381	0.633437995475032
44	0.6212315336946306	0.6304918275597284
45	0.6416173957860356	0.6510349520970434
46	0.6343386452221589	0.6434200344694169
47	0.5948354612655965	0.6009238193399985
48	0.614899317642695	0.6221767789487466
49	0.5579593366467962	0.5727780621299139
50	0.6154331166270733	0.6264216615093804
51	0.6429130653611776	0.6479851881086445
52	0.6058217357184078	0.611535789313567
53	0.6210544749693544	0.6300423399188827
54	0.5711005427775917	0.5779587756959427
55	0.6124891496975482	0.6191738947730233
56	0.584937087946347	0.5937683144473269
57	0.579363694261704	0.5871916680377103
58	0.6064976564359279	0.6141145434355307
59	0.5896440095838897	0.5958750550186931
60	0.5887650023013734	0.5957080356771713
61	0.5836790072538072	0.5899250743204989
62	0.5820938643670409	0.5894169309861317
63	0.5883981390942609	0.5972202217773875
64	0.5760422463048624	0.5826865978100544
65	0.5609493066846006	0.5690423790550876
