Epoch	MAP	MRR
1	0.6500984998688342	0.6552870711821331
2	0.6210510963195806	0.6262312329057353
3	0.6255013547086326	0.631798198732897
4	0.6294220920866367	0.6375086769173841
5	0.6413144712121325	0.6496380463566952
6	0.649848277239503	0.6580588341027704
7	0.641886595322211	0.6518058433000337
8	0.6454072798005548	0.6559863583580283
9	0.6368735798135143	0.6488203419327527
10	0.6299735318072283	0.6429995432900301
11	0.6307495524113459	0.6440797599748219
12	0.629739581128709	0.6440913580007913
13	0.627488097086686	0.6419908223920571
14	0.6351744360251749	0.649441327990711
15	0.6371748716085804	0.6525444776987988
16	0.632891479556804	0.6481818381912315
17	0.6354369886998312	0.6518131536871076
18	0.631714186557142	0.6480363160737159
19	0.6288360722429347	0.644492071109718
20	0.632346186956753	0.6480691399028361
21	0.630292035869951	0.6451249944278264
22	0.616470085106279	0.6310335893620492
23	0.6245960640655913	0.6396198933187237
24	0.6217417274028549	0.6370763082648505
25	0.6194966340333682	0.6344188757484568
26	0.6194319850906919	0.6345279002637677
27	0.6221490630135311	0.6359473960248272
28	0.6115718734518661	0.6258633673139845
29	0.6098112198393607	0.6250571850081652
30	0.6069837832156276	0.6214841234104124
31	0.6033880399795194	0.617671187673161
32	0.6036403996454593	0.6174900245290348
33	0.6048511185104994	0.6165938425217417
34	0.600698562948926	0.6118097854027412
35	0.6065076458413423	0.6178160562238266
36	0.6082197254855208	0.6184315586911809
37	0.609382114458525	0.6205178563222987
38	0.6105392335168787	0.6204197719649551
39	0.6108729863507828	0.6213971172838643
40	0.6113570983760992	0.621584405110759
41	0.6140013928789091	0.6249081902962368
42	0.6140530322186986	0.6250798570708684
43	0.6118749017072349	0.6222354518190558
44	0.6101299388511608	0.6205835714634718
45	0.6100952370417677	0.6205288650816049
46	0.6063955739486532	0.6161859380736214
47	0.6080941725608322	0.6173927445273415
48	0.60775817739459	0.6176940378841904
49	0.6070246973401224	0.6167172369073894
50	0.6128039775021186	0.6235057273378551
