Epoch	MAP	MRR
1	0.6289086941864717	0.6357305874281183
2	0.6289221426385547	0.6357440358802013
3	0.6316060526567728	0.6381142993615759
4	0.6348663766142645	0.6422820663561403
5	0.6364950173540213	0.6451947836775646
6	0.634898360274908	0.6422916625645668
7	0.638721491036129	0.6447444681037922
8	0.6375621006793845	0.6412655074692112
9	0.6446912177418997	0.6538200119015583
10	0.6526069588366535	0.6611772579933723
11	0.6562201636113267	0.6684979665486488
12	0.6518536375423967	0.6673494294433217
13	0.6660224783519132	0.6813441681294183
14	0.6627491056340961	0.674956020383246
15	0.6680985941801789	0.6811190826441371
16	0.6643274027370842	0.6771353967910173
17	0.6603375379428392	0.6728698656167794
18	0.6567872861827109	0.6696088605039222
19	0.6566354309025256	0.6701492073974207
20	0.6486570495445148	0.6624105468809823
