Epoch	MAP	MRR
1	0.6435974284840671	0.652960364361962
2	0.5742850904934524	0.5808282424023165
3	0.6370475733899893	0.6434176134793417
4	0.5906842704498889	0.599716840804923
5	0.6289915832797293	0.642109513714452
6	0.6339821812063766	0.6467219965676753
7	0.6461692585959825	0.6586253403179977
8	0.656987105829698	0.6709366764922318
9	0.6120036291170141	0.6250327726204917
10	0.6304153825389732	0.6441544794939855
11	0.6017810691462413	0.6153979536695586
12	0.6325957143328671	0.6425577374852736
13	0.6190894718711965	0.6352186598737071
14	0.6343278280596724	0.6482416605691841
15	0.6265417553591688	0.6384383521323089
16	0.6189086684707884	0.6297030546848992
17	0.6411054809241797	0.6514197181633684
18	0.6308996766355439	0.6415390315650226
19	0.6100665281220836	0.619443553702813
20	0.630448315619531	0.6378076309602992
